3000358,3000396
3000275,3000396
3000358,3000445
3000275,3000339
3000259,3000373
3000149,3000275
3000156,3000431
3000092,3000480
3000361,3000494
3000381,3000522
3000211,3000511
3000229,3000381
3000015,3000494
3000322,3000395
3000202,3000511
3000089,3000419
3000271,3000491
3000064,3000266
3000342,3000489
3000156,3000210
3000431,3000541
3000153,3000217
3000280,3000518
3000218,3000511
3000100,3000449
3000065,3000322
3000228,3000511
3000066,3000354
3000247,3000430
3000337,3000447
3000181,3000382
3000468,3000511
3000287,3000488
3000144,3000201
3000232,3000235
3000068,3000232
3000110,3000425
3000004,3000085
3000231,3000430
3000386,3000482
3000144,3000419
3000096,3000212
3000144,3000491
3000118,3000197
3000256,3000276
3000341,3000358
3000373,3000375
3000210,3000396
3000385,3000423
3000211,3000280
3000205,3000212
3000097,3000100
3000144,3000541
3000031,3000259
3000445,3000484
3000360,3000395
3000046,3000279
3000010,3000020
3000239,3000277
3000153,3000232
3000065,3000212
3000373,3000498
3000407,3000480
3000148,3000232
3000015,3000212
3000203,3000222
3000144,3000210
3000015,3000380
3000089,3000122
3000315,3000406
3000015,3000110
3000038,3000143
3000035,3000165
3000273,3000517
3000100,3000419
3000201,3000419
3000097,3000541
3000163,3000215
3000171,3000460
3000089,3000394
3000153,3000419
3000201,3000212
3000407,3000420
3000089,3000395
3000201,3000360
3000447,3000511
3000028,3000335
3000358,3000425
3000089,3000144
3000254,3000373
3000297,3000430
3000159,3000231
3000089,3000201
3000395,3000445
3000403,3000409
3000110,3000416
3000217,3000419
3000097,3000358
3000260,3000511
3000073,3000507
3000068,3000354
3000419,3000491
3000254,3000388
3000271,3000358
3000275,3000354
3000068,3000100
3000211,3000375
3000033,3000445
3000276,3000380
3000144,3000445
3000394,3000445
3000244,3000534
3000033,3000360
3000110,3000122
3000061,3000395
3000212,3000451
3000065,3000416
3000144,3000430
3000010,3000147
3000074,3000191
3000210,3000484
3000100,3000201
3000035,3000111
3000181,3000516
3000100,3000144
3000065,3000259
3000256,3000430
3000412,3000511
3000035,3000450
3000037,3000053
3000074,3000308
3000068,3000341
3000339,3000497
3000147,3000231
3000037,3000425
3000163,3000385
3000033,3000163
3000275,3000525
3000015,3000276
3000110,3000445
3000089,3000358
3000100,3000210
3000090,3000488
3000068,3000271
3000357,3000483
3000037,3000271
3000201,3000425
3000138,3000358
3000020,3000276
3000122,3000484
3000142,3000506
3000460,3000530
3000116,3000416
3000049,3000247
3000147,3000159
3000240,3000381
3000068,3000089
3000091,3000447
3000445,3000491
3000144,3000322
3000395,3000443
3000049,3000431
3000037,3000201
3000122,3000144
3000110,3000430
3000069,3000541
3000143,3000491
3000197,3000222
3000294,3000484
3000064,3000540
3000010,3000431
3000100,3000377
3000068,3000491
3000285,3000488
3000052,3000214
3000037,3000089
3000090,3000540
3000110,3000212
3000361,3000387
3000033,3000484
3000120,3000372
3000163,3000232
3000037,3000144
3000144,3000394
3000341,3000395
3000024,3000511
3000033,3000037
3000004,3000322
3000259,3000539
3000110,3000539
3000232,3000419
3000033,3000419
3000072,3000416
3000244,3000287
3000354,3000491
3000037,3000484
3000529,3000530
3000010,3000174
3000144,3000443
3000395,3000431
3000425,3000430
3000003,3000444
3000201,3000395
3000289,3000489
3000033,3000143
3000143,3000294
3000459,3000468
3000212,3000380
3000325,3000507
3000498,3000535
3000150,3000320
3000396,3000419
3000064,3000273
3000210,3000394
3000297,3000502
3000259,3000416
3000123,3000275
3000461,3000511
3000380,3000456
3000240,3000504
3000085,3000473
3000122,3000430
3000256,3000322
3000358,3000476
3000089,3000541
3000175,3000215
3000197,3000237
3000373,3000535
3000173,3000498
3000028,3000430
3000280,3000287
3000061,3000412
3000010,3000425
3000259,3000263
3000015,3000085
3000096,3000502
3000273,3000309
3000069,3000101
3000394,3000484
3000122,3000443
3000122,3000425
3000210,3000445
3000341,3000354
3000010,3000260
3000484,3000491
3000033,3000226
3000201,3000210
3000166,3000485
3000010,3000363
3000089,3000271
3000110,3000201
3000358,3000419
3000266,3000273
3000201,3000430
3000122,3000491
3000122,3000163
3000457,3000494
3000089,3000354
3000015,3000431
3000153,3000354
3000082,3000450
3000163,3000358
3000341,3000491
3000061,3000212
3000193,3000480
3000339,3000432
3000015,3000147
3000110,3000419
3000082,3000206
3000275,3000357
3000037,3000341
3000212,3000425
3000147,3000447
3000015,3000525
3000431,3000445
3000275,3000508
3000322,3000430
3000033,3000395
3000147,3000276
3000144,3000360
3000100,3000358
3000212,3000322
3000260,3000325
3000094,3000372
3000005,3000511
3000147,3000430
3000132,3000511
3000201,3000491
3000359,3000429
3000166,3000211
3000061,3000201
3000385,3000451
3000166,3000498
3000033,3000068
3000118,3000360
3000181,3000450
3000068,3000360
3000122,3000525
3000277,3000279
3000049,3000297
3000068,3000396
3000121,3000521
3000118,3000517
3000117,3000353
3000142,3000511
3000015,3000297
3000010,3000484
3000122,3000402
3000143,3000201
3000110,3000210
3000028,3000451
3000159,3000430
3000186,3000244
3000201,3000502
3000010,3000325
3000124,3000144
3000097,3000396
3000004,3000297
3000395,3000425
3000310,3000472
3000163,3000226
3000394,3000541
3000080,3000089
3000096,3000276
3000276,3000451
3000201,3000358
3000046,3000497
3000197,3000387
3000212,3000395
3000271,3000541
3000403,3000438
3000197,3000342
3000419,3000502
3000163,3000275
3000225,3000358
3000212,3000430
3000006,3000166
3000089,3000396
3000402,3000541
3000460,3000468
3000276,3000473
3000162,3000274
3000502,3000539
3000092,3000147
3000092,3000447
3000038,3000211
3000010,3000212
3000160,3000359
3000201,3000394
3000416,3000431
3000004,3000068
3000212,3000297
3000442,3000447
3000181,3000206
3000101,3000419
3000277,3000452
3000201,3000354
3000511,3000514
3000101,3000275
3000275,3000341
3000259,3000276
3000353,3000471
3000004,3000380
3000150,3000181
3000159,3000484
3000138,3000419
3000097,3000144
3000068,3000425
3000080,3000396
3000322,3000541
3000256,3000297
3000138,3000160
3000359,3000371
3000311,3000358
3000100,3000354
3000038,3000358
3000201,3000335
3000237,3000472
3000147,3000155
3000377,3000394
3000144,3000275
3000144,3000396
3000201,3000256
3000394,3000419
3000210,3000232
3000201,3000396
3000232,3000360
3000322,3000484
3000247,3000375
3000061,3000525
3000031,3000143
3000068,3000431
3000011,3000409
3000153,3000358
3000117,3000511
3000166,3000388
3000231,3000325
3000147,3000205
3000232,3000271
3000086,3000394
3000175,3000358
3000237,3000517
3000144,3000525
3000110,3000297
3000033,3000425
3000395,3000484
3000096,3000241
3000354,3000358
3000159,3000325
3000173,3000480
3000232,3000484
3000233,3000511
3000229,3000504
3000112,3000460
3000082,3000447
3000166,3000173
3000122,3000431
3000416,3000539
3000425,3000491
3000247,3000485
3000035,3000206
3000358,3000491
3000033,3000491
3000271,3000322
3000341,3000484
